date,max_temperature,avg_temperature,min_temperature,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_visibility,avg_visibility,min_visibility,precipitation,rain,snow
2023-12-07,1.1,-0.55,-2.2,99,93,87,0.5,-1.1,-2.7,26,16,6,24100,12450,800,4.3,,
2023-12-06,8.7,2.84,-3,92,72.5,53,2.6,-0.2,-3.1,21,12,3,32200,21750,11300,0,0,0
2023-12-05,17,8.94,0.9,88,59.5,31,1.8,-2.7,-7.2,26,13.5,1,64400,44250,24100,0,0,0
2023-12-04,7.9,4.6,1.3,43,33.5,24,-7.5,-9.6,-11.6,32,18,4,64400,44250,24100,0,0,0
2023-12-03,3.7,-1.44,-6.6,58,44,30,-9.2,-12.3,-15.4,28,17,6,64400,40250,16100,0,0,0
2023-12-02,3.8,-1.45,-6.7,61,48,35,-9.4,-11.3,-13.3,31,17.5,4,64400,40250,16100,0,0,0
2023-12-01,0.4,-5.2,-10.8,86,62,38,-9.5,-11.6,-13.7,19,10.5,2,64400,44250,24100,0,0,0
2023-11-30,-1.4,-4.95,-8.5,81,66.5,52,-9.9,-10.9,-11.9,18,11,4,24100,19300,14500,0,0,0
2023-11-29,4.7,-0.94,-6.6,59,44.5,30,-7.5,-10.4,-13.4,27,14,1,64400,44250,24100,0,0,0
2023-11-28,7.5,2.04,-3.4,48,32.5,17,-11,-14,-17,28,14,0,64400,44250,24100,0,0,0
2023-11-27,10.2,1.99,-6.2,72,45.5,19,-7.9,-11.2,-14.4,31,17,3,64400,40250,16100,0,0,0
2023-11-26,4.7,-0.6,-5.9,83,64,45,-4.4,-7.3,-10.3,20,11.5,3,64400,40250,16100,0,0,0
2023-11-25,5.3,-0.85,-7,88,70.5,53,-1.6,-5.5,-9.5,36,18.5,1,64400,40250,16100,0,0,0
2023-11-24,4.2,-2.65,-9.5,95,63.5,32,-6.3,-9.1,-11.8,13,8,3,64400,44250,24100,0,0,0
2023-11-23,1.1,-2.7,-6.5,95,82,69,-2.5,-5,-7.5,14,8,2,64400,34200,4000,0,0,0
2023-11-22,2.8,0.04,-2.7,97,75.5,54,-1.3,-4.4,-7.5,18,9.5,1,64400,32800,1200,0.5,0,0.4
2023-11-21,15.6,6.4,-2.8,64,40.5,17,-7.7,-9.3,-11,27,15,3,64400,44250,24100,0,0,0
2023-11-20,6.3,1.7,-2.9,61,42,23,-8.3,-11.6,-14.9,35,22,9,64400,44250,24100,0,0,0
2023-11-19,13.4,5.9,-1.6,70,51,32,-2.8,-6.3,-9.8,35,18,1,64400,40250,16100,0,0,0
2023-11-18,11.1,4.25,-2.6,74,53,32,-2.3,-4.5,-6.6,35,18.5,2,64400,44250,24100,0,0,0
2023-11-17,15.4,9.5,3.6,57,42.5,28,-1.2,-2.9,-4.6,32,17.5,3,64400,44250,24100,0,0,0
2023-11-16,8.3,-0.94,-10.2,98,70.5,43,-3.5,-7,-10.6,27,15.5,4,64400,36250,8100,0,0,0
2023-11-15,3.7,-0.94,-5.6,97,61,25,-3,-9.2,-15.3,34,18.5,3,64400,33200,2000,2.2,0,4.8
2023-11-14,6.4,1,-4.4,48,33.5,19,-11,-13.6,-16.2,42,22,2,64400,44250,24100,0,0,0
2023-11-13,13.9,4.84,-4.2,76,50.5,25,-1.8,-6.7,-11.5,25,14,3,64400,40250,16100,0,0,0
2023-11-12,8.6,2.8,-3,70,44.5,19,-7.4,-11.1,-14.7,27,14,1,64400,40250,16100,0,0,0
2023-11-11,12.4,3.65,-5.1,72,48,24,-5.2,-7.5,-9.8,45,22.5,0,64400,40250,16100,0,0,0
2023-11-10,8.6,2.65,-3.3,76,50,24,-6,-8.7,-11.4,32,18.5,5,64400,40250,16100,0,0,0
2023-11-09,7,0.54,-5.9,79,54.5,30,-3.9,-6.8,-9.7,18,9.5,1,64400,40250,16100,0,0,0
2023-11-08,8.2,0.94,-6.3,89,57,25,-3.7,-8,-12.3,22,11.5,1,64400,44250,24100,0,0,0
2023-11-07,9.4,4.3,-0.8,92,64,36,0,-2.8,-5.5,24,12.5,1,64400,40250,16100,0,0,0
2023-11-06,9.1,2.54,-4,93,64,35,-0.8,-3.5,-6.2,19,10,1,64400,38650,12900,0,0,0
2023-11-05,13.5,8.05,2.6,71,49,27,-0.5,-3.6,-6.7,30,15,0,64400,40250,16100,0,0,0
2023-11-04,12.3,5.65,-1,85,62.5,40,1,-1.2,-3.5,23,12.5,2,64400,37850,11300,0,0,0
2023-11-03,11.3,4.15,-3,98,73,48,2.4,-0.6,-3.5,16,8.5,1,64400,33400,2400,0,0,0
2023-11-02,4.5,1.75,-1,100,75.5,51,0.3,-2.6,-5.5,28,14.5,1,24100,13050,2000,0.7,0.7,0
2023-11-01,5.7,0,-5.7,85,66.5,48,-3.7,-6,-8.4,11,6,1,24100,15250,6400,0,0,0
2023-10-31,8,2.1,-3.8,78,55.5,33,-4.4,-6.4,-8.4,11,6,1,64400,44250,24100,0,0,0
2023-10-30,3.4,-0.3,-4,74,60,46,-4.6,-7.2,-9.8,17,10.5,4,64400,40250,16100,0,0,0
2023-10-29,2.2,-3.9,-10,85,66,47,-5.8,-8.7,-11.5,13,7,1,64400,38650,12900,0,0,0
2023-10-28,-0.2,-4.3,-8.4,75,63,51,-5.1,-9.6,-14.1,31,17,3,48300,30600,12900,0,0,0
2023-10-27,-2.8,-7.19,-11.6,85,66,47,-8.2,-11.2,-14.1,18,9.5,1,48300,24650,1000,1.2,0,1.2
2023-10-26,-6.8,-11.85,-16.9,87,80.5,74,-9.7,-14,-18.3,22,12.5,3,24100,13850,3600,0.4,0,0.4
2023-10-25,-8.6,-12.6,-16.6,90,77,64,-12.4,-15.7,-18.9,14,7.5,1,24100,12850,1600,0,0,0
2023-10-24,-6.9,-9.69,-12.5,91,85.5,80,-9.6,-11.3,-13,28,16,4,24100,12550,1000,2.8,0,5.2
2023-10-23,1.7,-2.85,-7.4,98,93.5,89,-0.5,-4.7,-8.8,31,22.5,14,8100,4550,1000,10,0.8,9.2
2023-10-22,5.3,3.3,1.3,88,75.5,63,1,-0.5,-2,21,12.5,4,24100,16900,9700,0,0,0
2023-10-21,9.8,5.2,0.6,90,72.5,55,1.6,0.2,-1.3,27,14,1,64400,37850,11300,0,0,0
2023-10-20,12.1,7.05,2,93,67.5,42,2.8,1,-0.9,21,11,1,64400,44250,24100,0,0,0
2023-10-19,21.6,13.35,5.1,81,53.5,26,5.7,2.5,-0.8,43,22.5,2,64400,44250,24100,0,0,0
2023-10-18,20.1,12.75,5.4,76,54,32,4,2.1,0.3,36,20,4,64400,40250,16100,0.2,0.2,0
2023-10-17,15.9,11.25,6.6,89,65,41,7.1,3,-1,34,18.5,3,64400,36250,8100,9.3,9.3,0
2023-10-16,12.6,7.55,2.5,78,66.5,55,5.9,2.2,-1.4,14,7.5,1,24100,20100,16100,0,0,0
2023-10-15,18.5,11.25,4,90,58,26,4.5,1.1,-2.2,31,18,5,24100,24100,24100,0,0,0
2023-10-14,13.3,7.75,2.2,100,83.5,67,7.1,4.8,2.6,22,13.5,5,24100,12150,200,0,0,0
2023-10-13,9.7,6.6,3.5,100,91,82,6.7,5.3,3.9,34,22.5,11,24100,12150,200,0,0,0
2023-10-12,9.4,7.4,5.4,100,89.5,79,6.9,6.2,5.4,28,17,6,24100,12850,1600,4.6,4.6,0
2023-10-11,10.6,7.75,4.9,91,76.5,62,6.9,4,1.2,23,12.5,2,24100,16100,8100,7.9,7.9,0
2023-10-10,21,15,9,57,43.5,30,4,0.9,-2.2,27,14.5,2,24100,24100,24100,0,0,0
2023-10-09,25.2,15.39,5.6,69,41,13,2.5,-1.1,-4.7,21,12,3,24100,24100,24100,0,0,0
2023-10-08,25.8,14.65,3.5,74,45,16,2.1,0,-2.1,14,7.5,1,64400,44250,24100,0,0,0
2023-10-07,23.3,14.45,5.6,64,44,24,2.6,0.8,-0.9,22,12,2,64400,44250,24100,0,0,0
2023-10-06,20.8,9.95,-0.9,69,47,25,0.9,-2.8,-6.4,16,11.5,7,64400,44250,24100,0,0,0
2023-10-05,10.2,5.69,1.2,88,59,30,0.4,-4,-8.3,25,14.5,4,64400,44250,24100,0,0,0
2023-10-04,13.1,8.35,3.6,76,57.5,39,3.5,1.4,-0.6,38,19.5,1,64400,40250,16100,0,0,0
2023-10-03,15.1,8.15,1.2,85,63.5,42,3.1,1.4,-0.3,13,7.5,2,64400,44250,24100,0,0,0
2023-10-02,18,9.75,1.5,100,66.5,33,3.9,2,0.2,17,10.5,4,64400,32300,200,0,0,0
2023-10-01,12.5,7.9,3.3,98,76.5,55,4.2,3.1,2,26,13.5,1,64400,33800,3200,0.4,0.4,0
2023-09-30,6.1,4.8,3.5,97,89.5,82,4.3,3.2,2.1,26,17.5,9,14500,9250,4000,4.8,4.8,0
2023-09-29,14.3,6.85,-0.6,92,66,40,4.6,1.1,-2.5,29,16,3,64400,35400,6400,0,0,0
2023-09-28,15.9,9.9,3.9,70,50,30,2.9,0,-2.9,29,16,3,64400,37850,11300,0.5,0.5,0
2023-09-27,16.1,12.15,8.2,64,46.5,29,2.3,-0.2,-2.6,29,16,3,64400,44250,24100,0,0,0
2023-09-26,21.4,15.39,9.4,56,39,22,2.6,0.7,-1.2,31,18,5,24100,24100,24100,0,0,0
2023-09-25,20.2,12.39,4.6,72,50,28,4.4,2.6,0.8,31,17.5,4,32200,20150,8100,0,0,0
2023-09-24,20.1,13.75,7.4,56,39.5,23,2.2,-0.1,-2.4,24,13.5,3,24100,18500,12900,0,0,0
2023-09-23,21.8,14.75,7.7,100,65,30,9.9,5,0,39,23,7,48300,24250,200,0,0,0
2023-09-22,20.1,11.35,2.6,83,62,41,7.7,4.1,0.5,25,15,5,64400,44250,24100,0,0,0
2023-09-21,15.6,9.15,2.7,87,63,39,3.5,2.4,1.2,21,11,1,32200,28150,24100,0,0,0
2023-09-20,8.9,6.7,4.5,86,74.5,63,4.7,3.1,1.6,35,22,9,64400,39450,14500,0.3,0.3,0
2023-09-19,13.1,9.05,5,81,60,39,7,2,-3,29,15.5,2,64400,37050,9700,2.5,2.5,0
2023-09-18,20.5,14.7,8.9,81,53,25,7.2,3.2,-0.8,45,23,1,24100,15250,6400,1.8,1.8,0
2023-09-17,26.1,17.6,9.1,45,31,17,3.2,-1,-5.3,26,14,2,24100,20100,16100,0,0,0
2023-09-16,28.7,19.6,10.5,33,21.5,10,1.6,-2.5,-6.5,25,14,3,64400,40250,16100,0,0,0
2023-09-15,25.7,14.7,3.7,74,46,18,4.2,1.4,-1.5,17,9,1,64400,40250,16100,0,0,0
2023-09-14,20.3,13.2,6.1,77,50.5,24,6.5,2.8,-1,18,9.5,1,64400,44250,24100,0,0,0
2023-09-13,20.9,15.8,10.7,76,58,40,8.9,7.5,6.1,22,12,2,64400,44250,24100,0,0,0
2023-09-12,23.9,18.64,13.4,70,51,32,9.4,6.4,3.4,20,10.5,1,24100,24100,24100,0.4,0.4,0
2023-09-11,24.5,15.65,6.8,79,52,25,6.4,4.7,3,20,13,6,24100,18500,12900,0,0,0
2023-09-10,22.1,14.25,6.4,86,58,30,7.9,5.5,3,32,20.5,9,48300,36200,24100,0,0,0
2023-09-09,21.2,14,6.8,90,60.5,31,7.3,5.4,3.5,26,13.5,1,48300,32200,16100,0,0,0
2023-09-08,18.1,12.65,7.2,81,61,41,7.2,5.5,3.8,15,8,1,48300,36200,24100,0,0,0
2023-09-07,19.2,12.3,5.4,88,64.5,41,6.6,5.2,3.9,18,9.5,1,32200,25750,19300,0,0,0
2023-09-06,16.6,12.45,8.3,88,70.5,53,8.5,6.5,4.4,30,15.5,1,24100,15250,6400,1.7,1.7,0
2023-09-05,22.2,15.14,8.1,89,62.5,36,8.9,6.8,4.7,39,24.5,10,24100,13250,2400,0.2,0.2,0
2023-09-04,11.9,10.15,8.4,96,83.5,71,8.5,7.5,6.5,19,11.5,4,8100,4850,1600,6.6,6.6,0
2023-09-03,21.4,15.85,10.3,82,63,44,9.5,7.9,6.3,40,22,4,16100,10050,4000,0,0,0
2023-09-02,27.6,20.5,13.4,59,42,25,8.4,6.2,4.1,28,15,2,48300,32200,16100,0,0,0
2023-09-01,24,18.89,13.8,76,58.5,41,10.7,9.6,8.4,28,15.5,3,19300,13700,8100,0,0,0
2023-08-31,19,16.35,13.7,88,70.5,53,12.9,10.1,7.2,40,20.5,1,19300,12050,4800,26.1,26.1,0
2023-08-30,23.6,18.35,13.1,73,59.5,46,13.6,9.4,5.3,39,23,7,19300,14500,9700,0.3,0.3,0
2023-08-29,31.2,21.35,11.5,69,42,15,7.5,4.3,1.1,27,13.5,0,32200,20150,8100,0,0,0
2023-08-28,30.8,21.25,11.7,73,45.5,18,8.2,6,3.8,16,8,0,24100,16100,8100,0,0,0
2023-08-27,27.7,19.8,11.9,75,49,23,8.7,6.2,3.8,13,7,1,24100,15250,6400,0,0,0
2023-08-26,27.3,19.35,11.4,75,49.5,24,9.7,7,4.3,17,9,1,32200,23350,14500,0,0,0
2023-08-25,23,15.7,8.4,89,64,39,11,9,7,31,17,3,19300,13700,8100,0,0,0
2023-08-24,18.6,12.9,7.2,86,67,48,9.8,5,0.3,38,20,2,32200,20950,9700,0,0,0
2023-08-23,22.8,17.8,12.8,100,60,20,13.9,6,-1.9,35,18,1,24100,13250,2400,1.3,1.3,0
2023-08-22,19.8,16.45,13.1,100,85,70,14.7,13.8,12.9,26,15,4,24100,12650,1200,4.6,4.6,0
2023-08-21,18,12.8,7.6,92,77.5,63,13.5,9.3,5.2,17,9,1,14500,10450,6400,0.7,0.7,0
2023-08-20,20,12.6,5.2,77,57.5,38,6.2,4.2,2.1,29,15,1,12900,9650,6400,0,0,0
2023-08-19,16.8,11.3,5.8,84,58,32,3.8,1.8,-0.1,21,12,3,24100,15250,6400,0.2,0.2,0
2023-08-18,27.6,17.15,6.7,96,75,54,12.4,7.8,3.3,47,26,5,24100,15250,6400,2.2,2.2,0
2023-08-17,33.8,23.65,13.5,68,43,18,10.2,7.8,5.3,21,11,1,19300,11650,4000,0,0,0
2023-08-16,28,20.9,13.8,72,50.5,29,11,9.3,7.7,23,12.5,2,19300,16900,14500,0,0,0
2023-08-15,33.4,24.15,14.9,78,46.5,15,12.4,8.1,3.8,27,15,3,32200,22550,12900,0,0,0
2023-08-14,33,23.15,13.3,67,43,19,11.2,8.3,5.5,22,11.5,1,64400,44250,24100,0,0,0
2023-08-13,28.6,19,9.4,88,57,26,9.3,8.1,6.8,15,7.5,0,64400,44250,24100,0,0,0
2023-08-12,22.6,17.75,12.9,83,59,35,11.2,8.5,5.8,41,21,1,48300,27350,6400,4.2,4.2,0
2023-08-11,23.7,15.85,8,72,49,26,7.9,5.1,2.3,20,10.5,1,64400,44250,24100,0,0,0
2023-08-10,24.5,17.8,11.1,89,59.5,30,11.1,7.7,4.2,50,26,2,64400,44250,24100,0.2,0.2,0
2023-08-09,25.3,19.3,13.3,99,67.5,36,14.6,10.6,6.6,32,17,2,24100,13250,2400,0,0,0
2023-08-08,25.1,19.25,13.4,89,63.5,38,13.7,11.5,9.3,34,17.5,1,24100,15250,6400,2.7,2.7,0
2023-08-07,26.5,18.6,10.7,86,58.5,31,12.8,9.8,6.8,28,15.5,3,24100,16100,8100,8.2,8.2,0
2023-08-06,27.5,19.5,11.5,73,49.5,26,9.4,6.9,4.4,30,15.5,1,24100,16100,8100,0,0,0
2023-08-05,23.5,18.14,12.8,80,58.5,37,11.7,9.8,8,17,9.5,2,24100,19300,14500,0,0,0
2023-08-04,25.9,20.35,14.8,79,54.5,30,12.1,8.8,5.5,25,15,5,24100,16100,8100,0,0,0
2023-08-03,23.6,18.8,14,85,66,47,11.8,11.3,10.8,35,23.5,12,19300,14500,9700,0,0,0
2023-08-02,30,20.25,10.5,83,50,17,9.8,6.2,2.6,20,11,2,24100,20100,16100,0,0,0
2023-08-01,27.2,19.64,12.1,89,57,25,12.3,8.1,3.9,19,13.5,8,24100,18500,12900,0,0,0
2023-07-31,28.3,20.2,12.1,78,48.5,19,12.5,7.2,1.8,22,11.5,1,24100,18500,12900,0,0,0
2023-07-30,31.9,21.75,11.6,79,49.5,20,12.9,8.2,3.4,30,16,2,24100,17700,11300,0.4,0.4,0
2023-07-29,25.1,17.5,9.9,98,69,40,11.8,10.7,9.6,21,14,7,32200,21750,11300,0,0,0
2023-07-28,14.4,11.9,9.4,98,88,78,11.7,10.2,8.7,20,14,8,24100,13850,3600,5.8,5.8,0
2023-07-27,19.1,14.35,9.6,96,74,52,10.7,8.8,6.8,27,15.5,4,48300,29000,9700,4,4,0
2023-07-26,23.9,17.29,10.7,79,50.5,22,8.2,3.5,-1.2,34,17.5,1,48300,36200,24100,0,0,0
2023-07-25,25.9,19.5,13.1,80,50,20,11.5,5.3,-0.8,46,24.5,3,24100,17700,11300,0,0,0
2023-07-24,35.1,25.05,15,93,53,13,14.9,7.8,0.8,33,18,3,24100,14050,4000,0,0,0
2023-07-23,29.3,22.35,15.4,87,58,29,15.1,12.2,9.3,35,19,3,24100,14450,4800,0,0,0
2023-07-22,31,22.6,14.2,76,49.5,23,14.9,10.8,6.7,17,9.5,2,32200,24150,16100,0,0,0
2023-07-21,29.6,20.8,12,78,53.5,29,12.7,10.6,8.5,18,9.5,1,24100,19300,14500,1.5,1.5,0
2023-07-20,27.4,19.2,11,80,55,30,10.9,9.2,7.5,19,10.5,2,24100,19300,14500,0,0,0
2023-07-19,23.8,17,10.2,85,60.5,36,9.7,8.2,6.8,22,11.5,1,19300,12850,6400,0,0,0
2023-07-18,22.6,15.6,8.6,80,58.5,37,9.8,6.2,2.6,24,13.5,3,32200,24150,16100,0,0,0
2023-07-17,21.8,16.1,10.4,84,71.5,59,13.6,10.7,7.7,36,19.5,3,32200,17500,2800,6.5,6.5,0
2023-07-16,26.5,20,13.5,84,60.5,37,14.3,12.1,9.9,34,18.5,3,9700,6250,2800,0,0,0
2023-07-15,25.2,19.14,13.1,86,62,38,13.9,11.7,9.4,21,11,1,9700,7250,4800,5,5,0
2023-07-14,22.9,18.04,13.2,75,58.5,42,12.8,10.8,8.7,23,12.5,2,9700,7250,4800,0.2,0.2,0
2023-07-13,22.3,18.2,14.1,70,57,44,11.4,9.6,7.7,27,14,1,24100,14450,4800,0,0,0
2023-07-12,23.2,17.7,12.2,95,70,45,12.7,10.3,8,35,18,1,32200,20950,9700,0,0,0
2023-07-11,19.6,16.14,12.7,96,79,62,13.9,12.6,11.2,24,13,2,32200,20950,9700,1.6,1.6,0
2023-07-10,27.1,19.89,12.7,93,65.5,38,13.5,11.8,10,39,20,1,24100,16900,9700,2.4,2.4,0
2023-07-09,29.9,21,12.1,69,48,27,11.1,9.3,7.5,50,25.5,1,24100,17700,11300,4,4,0
2023-07-08,26.8,18.55,10.3,82,55,28,10,8.1,6.1,16,8.5,1,24100,18500,12900,0,0,0
2023-07-07,23.7,17.89,12.1,86,63.5,41,11.8,9.7,7.6,21,11,1,24100,18500,12900,0,0,0
2023-07-06,24.1,18.55,13,86,62,38,10.7,8.2,5.8,34,18.5,3,24100,16100,8100,2.4,2.4,0
2023-07-05,24.4,16.2,8,88,56,24,8.1,4.3,0.6,20,11,2,48300,36200,24100,0,0,0
2023-07-04,20,13.35,6.7,81,59,37,9.6,6.8,4,26,14,2,32200,23350,14500,8.5,8.5,0
2023-07-03,19.4,13.3,7.2,77,53.5,30,6.7,3.5,0.4,42,25.5,9,48300,29800,11300,0,0,0
2023-07-02,19.9,14.05,8.2,71,51.5,32,6.6,4.1,1.6,37,22,7,64400,37850,11300,0.6,0.6,0
2023-07-01,30.2,21.85,13.5,87,52.5,18,15.4,8.9,2.5,54,29,4,48300,30600,12900,0,0,0
2023-06-30,27.6,21.65,15.7,84,58.5,33,14.2,11.9,9.7,22,12.5,3,32200,24150,16100,0,0,0
2023-06-29,28.4,20,11.6,87,58,29,14.7,10.8,6.9,34,18,2,32200,23350,14500,2.4,2.4,0
2023-06-28,26.8,18.8,10.8,79,58,37,13.3,10.6,7.9,27,15.5,4,32200,24150,16100,1.8,1.8,0
2023-06-27,26.2,18.8,11.4,82,57,32,10.8,8.6,6.4,39,21,3,48300,33800,19300,1.4,1.4,0
2023-06-26,24.9,17.89,10.9,84,59,34,10.7,8.5,6.3,17,10,3,32200,24150,16100,0,0,0
2023-06-25,20.7,15.45,10.2,70,55,40,10.4,7.5,4.6,48,25.5,3,64400,40250,16100,0,0,0
2023-06-24,25.3,17.39,9.5,74,48.5,23,8.9,5.5,2,37,20,3,48300,29800,11300,0,0,0
2023-06-23,23,14.9,6.8,78,53,28,6.9,4.7,2.5,32,16.5,1,48300,32200,16100,0,0,0
2023-06-22,20.2,12.05,3.9,87,59,31,4.2,2,-0.2,32,17.5,3,64400,41850,19300,0,0,0
2023-06-21,17.1,11,4.9,87,59.5,32,6.6,2.5,-1.5,33,18,3,64400,41850,19300,3.8,3.8,0
2023-06-20,7.5,6.35,5.2,90,84.5,79,5,4,3.1,41,25,9,24100,15250,6400,14,14,0
2023-06-19,14.3,10.05,5.8,100,68,36,6.7,2.7,-1.3,37,20,3,64400,34200,4000,2.5,2.5,0
2023-06-18,13,10.6,8.2,98,78,58,9.6,6.2,2.7,32,17.5,3,24100,13450,2800,1.2,1.2,0
2023-06-17,23.2,16.3,9.4,80,57.5,35,7.9,5.6,3.3,32,16.5,1,32200,21750,11300,0,0,0
2023-06-16,25.3,16.55,7.8,75,49,23,5.5,3.8,2.2,32,19,6,32200,20150,8100,0,0,0
2023-06-15,18,12.1,6.2,89,63.5,38,5.5,4.2,2.8,49,28,7,11300,8050,4800,10.2,10.2,0
2023-06-14,16.7,11.35,6,94,80,66,12.4,8,3.5,47,29,11,24100,13650,3200,27,27,0
2023-06-13,30,22.25,14.5,67,46,25,12,9.2,6.4,27,16,5,24100,17700,11300,5.8,5.8,0
2023-06-12,27.1,20.7,14.3,74,54,34,10.2,9.4,8.6,18,11,4,19300,12850,6400,0,0,0
2023-06-11,23.1,19,14.9,75,63,51,12.2,10.7,9.2,32,19,6,24100,13450,2800,0,0,0
2023-06-10,27.5,19,10.5,80,56.5,33,12.2,9.5,6.8,37,20,3,32200,20950,9700,0,0,0
2023-06-09,27.8,20.3,12.8,61,42.5,24,10.8,7.5,4.2,31,16.5,2,24100,16900,9700,0,0,0
2023-06-08,29.9,20.25,10.6,64,40.5,17,7.7,4.7,1.7,24,12,0,48300,33800,19300,0,0,0
2023-06-07,29.3,19.75,10.2,77,47,17,7.9,4.7,1.5,22,12.5,3,32200,25750,19300,0,0,0
2023-06-06,23.2,16.2,9.2,67,45,23,6.1,0.8,-4.5,45,24.5,4,32200,22550,12900,0,0,0
2023-06-05,25.4,19.14,12.9,76,54,32,10.2,7.2,4.2,47,24.5,2,24100,17700,11300,0,0,0
2023-06-04,29.2,20.05,10.9,86,53.5,21,10.6,7.7,4.8,34,17,0,32200,19300,6400,0,0,0
2023-06-03,24.3,16.5,8.7,79,54.5,30,10.7,8,5.2,26,14,2,24100,18500,12900,0,0,0
2023-06-02,21.5,12.75,4,94,66,38,7.2,5.5,3.7,18,10.5,3,32200,24150,16100,0,0,0
2023-06-01,13.1,10.3,7.5,83,78,73,8.8,6.9,5,36,20,4,24100,21700,19300,0,0,0
2023-05-31,24.7,17.3,9.9,83,54,25,10.5,6,1.4,31,17.5,4,32200,25750,19300,0,0,0
2023-05-30,25.1,18.35,11.6,68,45,22,8.7,4.5,0.3,19,10.5,2,24100,18500,12900,0.2,0.2,0
2023-05-29,25.6,17.75,9.9,83,52,21,9.2,5,0.7,31,17.5,4,32200,22550,12900,0,0,0
2023-05-28,25.7,16.89,8.1,85,55,25,10.6,7,3.5,32,18.5,5,32200,21750,11300,0.8,0,0.8
2023-05-27,23.9,15.64,7.4,75,53.5,32,10.2,6.8,3.5,24,12.5,1,32200,22550,12900,0,0,0
2023-05-26,21.5,13.1,4.7,83,55,27,5.8,3.5,1.3,18,9.5,1,19300,15300,11300,0,0,0
2023-05-25,17.8,13.75,9.7,68,55,42,5.1,4,2.8,29,17,5,24100,19300,14500,0,0,0
2023-05-24,19.7,13.6,7.5,85,60,35,6.6,4.3,2,25,13.5,2,48300,33800,19300,0,0,0
2023-05-23,21.5,13.85,6.2,95,59.5,24,7.3,3.2,-0.8,23,14,5,64400,41850,19300,0.2,0.2,0
2023-05-22,22.7,16.14,9.6,87,63,39,10.1,8.1,6,26,14,2,32200,17100,2000,18.3,18.3,0
2023-05-21,28,19.39,10.8,71,46,21,6.8,4.8,2.8,21,11.5,2,24100,13050,2000,0,0,0
2023-05-20,27.4,19.39,11.4,64,41.5,19,6.9,3.8,0.8,26,13,0,11300,6250,1200,0,0,0
2023-05-19,29.7,18.05,6.4,70,42,14,6.7,2.8,-1,41,23,5,24100,16100,8100,0,0,0
2023-05-18,20.6,12.05,3.5,71,48,25,1.4,-0.2,-1.8,28,14.5,1,16100,10450,4800,0,0,0
2023-05-17,19.2,14,8.8,66,45,24,4.6,0.8,-2.9,25,14.5,4,14500,8850,3200,0,0,0
2023-05-16,20.5,16.35,12.2,61,42.5,24,6.7,2.1,-2.4,48,25.5,3,24100,12450,800,0,0,0
2023-05-15,27.1,18.25,9.4,85,55,25,8.8,7,5.2,31,19.5,8,64400,44250,24100,0,0,0
2023-05-14,22.4,15.35,8.3,72,50.5,29,7.8,5.1,2.4,37,24,11,48300,32200,16100,0,0,0
2023-05-13,23.6,15.25,6.9,73,49.5,26,4.6,3.4,2.1,31,16,1,48300,32200,16100,0,0,0
2023-05-12,21.2,12.3,3.4,90,59,28,6,3.2,0.5,18,10,2,64400,40250,16100,0,0,0
2023-05-11,19.4,11.2,3,92,63,34,6.1,3.5,0.8,26,13.5,1,64400,41850,19300,0.8,0.8,0
2023-05-10,14.7,10.7,6.7,85,69,53,6.5,5.2,3.8,14,7.5,1,32200,25750,19300,0,0,0
2023-05-09,14.5,10.6,6.7,81,66,51,7.3,5.5,3.8,28,16,4,24100,16100,8100,0,0,0
2023-05-08,13.8,10.35,6.9,96,77.5,59,7.8,6.4,5,24,13,2,24100,15250,6400,8.7,8.7,0
2023-05-07,17.2,10.95,4.7,90,64,38,5.4,3.5,1.7,24,14,4,24100,16900,9700,0.6,0.6,0
2023-05-06,12.2,8.1,4,89,67.5,46,5.6,1.4,-2.9,23,13.5,4,48300,29800,11300,0.8,0.8,0
2023-05-05,23.7,15.25,6.8,59,38,17,0.6,-1.2,-2.9,35,18.5,2,32200,28150,24100,0,0,0
2023-05-04,27.6,17.55,7.5,62,40,18,4.1,0.5,-3.1,33,18,3,32200,25750,19300,0,0,0
2023-05-03,27.3,16.14,5,67,41,15,3.1,0,-3,29,15.5,2,32200,25750,19300,0,0,0
2023-05-02,24.8,15.9,7,60,40,20,3.5,0.8,-1.8,27,16,5,32200,22550,12900,0,0,0
2023-05-01,25.9,16.34,6.8,64,41,18,3.6,1.1,-1.5,31,19.5,8,24100,19300,14500,0,0,0
2023-04-30,24.1,14,3.9,63,41.5,20,1.7,-1.1,-3.9,27,17,7,64400,40250,16100,0,0,0
2023-04-29,21.7,11.95,2.2,67,45.5,24,0.8,-0.8,-2.5,36,18.5,1,64400,44250,24100,0,0,0
2023-04-28,20.7,12.45,4.2,47,35.5,24,0.5,-2.5,-5.5,25,14,3,64400,41850,19300,0,0,0
2023-04-27,14.9,7.8,0.7,97,59,21,2.7,-2.5,-7.8,36,21.5,7,64400,35400,6400,3,2.2,0.8
2023-04-26,18,8.6,-0.8,85,55,25,2,-0.9,-3.9,43,23,3,64400,41850,19300,0,0,0
2023-04-25,15.6,8.5,1.4,87,53.5,20,1.1,-3.5,-8,33,18,3,64400,44250,24100,0,0,0
